volume,RMSE_to_true_local,relative_RMSE_to_true_local,correlation_to_true_local
vsharp_local,0.07702730945529734,0.5459622626422478,0.8380212972781591
total_phase,1.5953599871753836,11.307760253948203,0.094495337230142
